Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
71,2013-07-18,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,12,18,46,NA
71,2013-07-22,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,14,17,59,NA
71,2013-07-25,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,14,17,55,NA
71,2013-07-29,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,14,17,49,NA
71,2013-08-01,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11,17,54,NA
71,2013-08-05,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,13,18,52,NA
71,2013-08-08,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,15,19,44,NA
71,2013-08-12,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,15,18,42,NA
71,2013-08-19,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,17,19,46,NA
71,2013-08-22,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,15,19,48,NA
71,2013-08-26,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,16,15,55,NA
71,2013-08-29,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,15,21,74,NA
71,2013-09-02,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,14,17,71,NA
71,2013-09-05,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,14,19,58,NA
71,2013-09-12,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,15,18,35,NA
71,2013-09-16,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,12,19,24,NA
71,2013-09-19,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,15,20,32,NA
71,2013-09-23,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,17,22,65,NA
71,2013-09-26,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,14,18,40,NA
71,2013-09-30,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,15,19,26,NA
71,2013-10-03,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,14,19,38,NA
71,2013-10-07,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,17,19,35,NA
71,2013-10-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,16,18,25,NA
71,2013-10-17,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,16,19,NA,NA
71,2013-10-21,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,17,23,NA,NA
71,2013-10-24,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,16,19,43,NA
71,2013-10-28,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,19,19,34,NA
71,2013-10-31,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,15,16,32,NA
71,2013-11-04,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,17,17,31,NA
71,2013-11-07,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,15,16,31,NA
71,2013-11-11,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,16,19,33,NA
71,2013-11-14,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,16,18,46,NA
71,2013-11-18,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,17,14,43,NA
71,2013-11-21,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,17,18,43,NA
71,2013-11-25,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,12,16,34,NA
71,2013-11-28,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,16,18,98,NA
71,2013-12-02,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,15,16,39,NA
71,2013-12-05,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11,17,62,NA
71,2013-12-09,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,14,16,55,NA
71,2013-12-12,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,15,17,48,NA
71,2013-12-16,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,15,14,58,NA
71,2013-12-19,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,14,14,64,NA
71,2013-12-23,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,14,14,48,NA
71,2013-12-26,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,15,18,82,NA
71,2013-12-30,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,16,14,50,NA
72,2013-01-04,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,17,92,NA
72,2013-01-11,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,16,120,NA
72,2013-01-18,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,17,91,NA
72,2013-01-23,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,17,93,NA
72,2013-01-30,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,17,84,NA
72,2013-02-01,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,18,106,NA
72,2013-02-06,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,18,74,NA
72,2013-02-08,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,22,92,NA
72,2013-02-13,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,17,16,64,NA
72,2013-02-15,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,19,86,NA
72,2013-02-20,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,18,57,NA
72,2013-02-22,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,17,18,59,NA
72,2013-02-27,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,18,82,NA
72,2013-03-01,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,17,100,NA
72,2013-03-06,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,20,23,46,NA
72,2013-03-08,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,18,68,NA
72,2013-03-15,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,20,67,NA
72,2013-03-20,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,17,19,48,NA
72,2013-03-22,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,20,78,NA
72,2013-03-27,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,18,66,NA
72,2013-04-03,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,21,49,NA
72,2013-04-05,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,15,45,NA
72,2013-04-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,17,55,NA
72,2013-04-12,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,18,64,NA
72,2013-04-17,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,18,68,NA
72,2013-04-19,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,19,49,NA
72,2013-04-26,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,20,22,51,NA
72,2013-05-03,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,18,19,59,NA
72,2013-05-08,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,19,17,57,NA
72,2013-05-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,19,20,52,NA
72,2013-05-15,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,17,71,NA
72,2013-05-17,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,19,54,NA
72,2013-05-22,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,19,53,NA
72,2013-05-24,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,18,20,79,NA
72,2013-05-29,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,19,20,60,NA
72,2013-05-31,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,14,71,NA
72,2013-06-05,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,18,19,99,NA
72,2013-06-07,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,18,50,NA
72,2013-06-12,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,18,67,NA
72,2013-06-14,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,19,102,NA
72,2013-06-19,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,21,88,NA
72,2013-06-21,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,16,65,NA
72,2013-06-26,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,19,101,NA
72,2013-06-28,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,19,17,48,NA
72,2013-07-03,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,17,60,NA
72,2013-07-05,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,17,45,NA
72,2013-07-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,18,84,NA
72,2013-07-12,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,16,59,NA
72,2013-07-17,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,14,63,NA
72,2013-07-19,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,18,60,NA
72,2013-07-24,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,17,60,NA
72,2013-07-26,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,17,92,NA
72,2013-07-31,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,19,73,NA
72,2013-08-02,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,16,48,NA
72,2013-08-07,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,18,53,NA
72,2013-08-16,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,18,65,NA
72,2013-08-21,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,21,56,NA
72,2013-08-23,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,18,37,NA
72,2013-08-30,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,18,21,56,NA
72,2013-09-04,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,16,45,NA
72,2013-09-06,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,17,20,44,NA
72,2013-09-11,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,18,51,NA
72,2013-09-13,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,17,42,NA
72,2013-09-18,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,19,64,NA
72,2013-09-20,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,20,42,NA
72,2013-09-25,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,19,57,NA
72,2013-09-27,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,15,65,NA
72,2013-10-04,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,17,54,NA
72,2013-10-09,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,18,81,NA
72,2013-10-11,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,18,61,NA
72,2013-10-18,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,16,26,NA
72,2013-10-25,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,20,19,45,NA
72,2013-10-30,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,14,29,NA
72,2013-11-01,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,16,32,NA
72,2013-11-06,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,17,44,NA
72,2013-11-08,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,17,19,40,NA
72,2013-11-13,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,16,99,NA
72,2013-11-20,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,17,87,NA
72,2013-11-22,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,18,53,NA
72,2013-11-27,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,14,43,NA
72,2013-11-29,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,18,77,NA
72,2013-12-04,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,16,33,NA
72,2013-12-06,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,16,58,NA
72,2013-12-11,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,17,16,67,NA
72,2013-12-13,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,15,40,NA
72,2013-12-18,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,13,55,NA
72,2013-12-20,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,15,64,NA
72,2013-12-27,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,18,53,NA
375,2013-01-05,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,55,NA
375,2013-01-09,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,28,101,NA
375,2013-01-12,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,22,84,NA
375,2013-01-19,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,15,67,NA
375,2013-01-23,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,24,59,NA
375,2013-01-30,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,18,74,NA
375,2013-02-02,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,20,82,NA
375,2013-02-06,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,11,65,NA
375,2013-02-09,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,19,66,NA
375,2013-02-16,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,22,28,NA
375,2013-02-20,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,12,68,NA
375,2013-02-23,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,20,70,NA
375,2013-02-27,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,66,NA
375,2013-03-02,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",3,19,94,NA
375,2013-03-06,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",3,21,63,NA
375,2013-03-09,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",3,16,59,NA
375,2013-03-13,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,25,57,NA
375,2013-03-16,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,56,NA
375,2013-03-20,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,57,NA
375,2013-03-23,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,64,NA
375,2013-03-27,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,32,88,NA
375,2013-03-30,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,49,NA
375,2013-04-03,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,36,65,NA
375,2013-04-06,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,52,58,NA
375,2013-04-10,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,20,54,NA
375,2013-04-13,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,21,64,NA
375,2013-04-17,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,30,33,NA
375,2013-04-27,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,22,38,NA
375,2013-05-04,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,29,56,NA
375,2013-05-08,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,27,50,NA
375,2013-05-11,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,38,51,NA
375,2013-05-15,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,34,47,NA
375,2013-05-18,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,22,63,NA
375,2013-05-22,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,21,59,NA
375,2013-05-25,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,22,34,NA
375,2013-05-29,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,20,31,NA
375,2013-06-01,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,26,28,NA
375,2013-06-05,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,15,29,NA
375,2013-06-08,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,22,23,NA
375,2013-06-12,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,21,55,NA
375,2013-06-15,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,17,33,NA
375,2013-06-19,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",5,19,25,NA
375,2013-06-22,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,19,31,NA
375,2013-06-26,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,24,62,NA
375,2013-06-29,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,16,37,NA
375,2013-07-03,Tamil Nadu,Coimbatore,"Poniarajapuram, On the top of DEL, Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,20,87,NA
